"order"	"cultivation"	"trial"	"sampleID"	"aliquotID"	"name"	"crossing"	"line_id"	"treatment"	"plate_name"	"plate"	"machine"	"sector"	"date"	"time"
148	"foil greenhouse"	"MPI FGH 2014"	921027	1566019	"EA8"	"ExA"	899446	"control"	"TROST2_plate19_M1_111114_8am"	"plate19"	"M1"	"GH"	111114	"8am"
149	"foil greenhouse"	"MPI FGH 2014"	921028	1566023	"EA160"	"ExA"	899920	"control"	"TROST2_plate19_M1_111114_8am"	"plate19"	"M1"	"IJ"	111114	"8am"
150	"foil greenhouse"	"MPI FGH 2014"	921029	1566027	"EA264"	"ExA"	900024	"control"	"TROST2_plate19_M1_111114_8am"	"plate19"	"M1"	"KL"	111114	"8am"
151	"foil greenhouse"	"MPI FGH 2014"	921030	1566031	"EA153"	"ExA"	899913	"control"	"TROST2_plate19_M1_111114_8am"	"plate19"	"M1"	"MN"	111114	"8am"
152	"foil greenhouse"	"MPI FGH 2014"	921032	1566039	"EA243"	"ExA"	900003	"control"	"TROST2_plate104_M4_171114_11am"	"plate104"	"M4"	"KL"	171114	"11am"
153	"foil greenhouse"	"MPI FGH 2014"	921034	1566047	"EA200"	"ExA"	899960	"control"	"TROST2_plate20_M3_111114_10am"	"plate20"	"M3"	"AB"	111114	"10am"
154	"foil greenhouse"	"MPI FGH 2014"	921035	1564955	"EA273"	"ExA"	900033	"control"	"TROST2_plate20_M3_111114_10am"	"plate20"	"M3"	"CD"	111114	"10am"
155	"foil greenhouse"	"MPI FGH 2014"	921036	1564959	"EA279"	"ExA"	900039	"control"	"TROST2_plate20_M3_111114_10am"	"plate20"	"M3"	"EF"	111114	"10am"
156	"foil greenhouse"	"MPI FGH 2014"	921037	1564963	"EA75"	"ExA"	899835	"control"	"TROST2_plate20_M3_111114_10am"	"plate20"	"M3"	"GH"	111114	"10am"
157	"foil greenhouse"	"MPI FGH 2014"	921038	1564967	"EA234"	"ExA"	899994	"control"	"TROST2_plate20_M3_111114_10am"	"plate20"	"M3"	"IJ"	111114	"10am"
158	"foil greenhouse"	"MPI FGH 2014"	921041	1564979	"EA54"	"ExA"	899814	"control"	"TROST2_plate20_M3_111114_10am"	"plate20"	"M3"	"KL"	111114	"10am"
159	"foil greenhouse"	"MPI FGH 2014"	921042	1564983	"EA87"	"ExA"	899847	"control"	"TROST2_plate102_M1_171114_11am"	"plate102"	"M1"	"IJ"	171114	"11am"
160	"foil greenhouse"	"MPI FGH 2014"	921044	1564987	"EA53"	"ExA"	899813	"control"	"TROST2_plate20_M3_111114_10am"	"plate20"	"M3"	"OP"	111114	"10am"
161	"foil greenhouse"	"MPI FGH 2014"	921045	1564991	"EA193"	"ExA"	899953	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"AB"	111114	"10am"
162	"foil greenhouse"	"MPI FGH 2014"	921046	1564995	"EA177"	"ExA"	899937	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"CD"	111114	"10am"
163	"foil greenhouse"	"MPI FGH 2014"	921047	1564999	"EA38"	"ExA"	899798	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"EF"	111114	"10am"
164	"foil greenhouse"	"MPI FGH 2014"	921048	1565003	"EA57"	"ExA"	899817	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"GH"	111114	"10am"
165	"foil greenhouse"	"MPI FGH 2014"	921049	1565007	"EA22"	"ExA"	899460	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"IJ"	111114	"10am"
166	"foil greenhouse"	"MPI FGH 2014"	921051	1565015	"EA280"	"ExA"	900040	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"KL"	111114	"10am"
167	"foil greenhouse"	"MPI FGH 2014"	921052	1565019	"EA208"	"ExA"	899968	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"MN"	111114	"10am"
168	"foil greenhouse"	"MPI FGH 2014"	921053	1565023	"EA2"	"ExA"	899440	"control"	"TROST2_plate21_M4_111114_10am"	"plate21"	"M4"	"OP"	111114	"10am"
169	"foil greenhouse"	"MPI FGH 2014"	921054	1565027	"EA257"	"ExA"	900017	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"AB"	111114	"10am"
170	"foil greenhouse"	"MPI FGH 2014"	921055	1565031	"EA62"	"ExA"	899822	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"CD"	111114	"10am"
171	"foil greenhouse"	"MPI FGH 2014"	921056	1565035	"EA232"	"ExA"	899992	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"EF"	111114	"10am"
172	"foil greenhouse"	"MPI FGH 2014"	921057	1565039	"EA210"	"ExA"	899970	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"GH"	111114	"10am"
173	"foil greenhouse"	"MPI FGH 2014"	921060	1565051	"EA113"	"ExA"	899873	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"IJ"	111114	"10am"
174	"foil greenhouse"	"MPI FGH 2014"	921061	1565055	"EA201"	"ExA"	899961	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"KL"	111114	"10am"
175	"foil greenhouse"	"MPI FGH 2014"	921063	1565063	"EA121"	"ExA"	899881	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"MN"	111114	"10am"
176	"foil greenhouse"	"MPI FGH 2014"	921064	1565067	"EA92"	"ExA"	899852	"control"	"TROST2_plate22_M1_111114_10am"	"plate22"	"M1"	"OP"	111114	"10am"
177	"foil greenhouse"	"MPI FGH 2014"	921066	1565071	"EA145"	"ExA"	899905	"control"	"TROST2_plate23_M3_111114_12am"	"plate23"	"M3"	"AB"	111114	"12am"
178	"foil greenhouse"	"MPI FGH 2014"	921067	1565075	"EA202"	"ExA"	899962	"control"	"TROST2_plate23_M3_111114_12am"	"plate23"	"M3"	"CD"	111114	"12am"
179	"foil greenhouse"	"MPI FGH 2014"	921068	1565079	"EA215"	"ExA"	899975	"control"	"TROST2_plate23_M3_111114_12am"	"plate23"	"M3"	"EF"	111114	"12am"
180	"foil greenhouse"	"MPI FGH 2014"	921069	1565083	"EA78"	"ExA"	899838	"control"	"TROST2_plate23_M3_111114_12am"	"plate23"	"M3"	"GH"	111114	"12am"
181	"foil greenhouse"	"MPI FGH 2014"	921070	1565087	"EA130"	"ExA"	899890	"control"	"TROST2_plate23_M3_111114_12am"	"plate23"	"M3"	"IJ"	111114	"12am"
182	"foil greenhouse"	"MPI FGH 2014"	921071	1565091	"EA143"	"ExA"	899903	"control"	"TROST2_plate23_M3_111114_12am"	"plate23"	"M3"	"KL"	111114	"12am"
183	"foil greenhouse"	"MPI FGH 2014"	921072	1565095	"EA85"	"ExA"	899845	"control"	"TROST2_plate23_M3_111114_12am"	"plate23"	"M3"	"MN"	111114	"12am"
184	"foil greenhouse"	"MPI FGH 2014"	921073	1565099	"EA55"	"ExA"	899815	"control"	"TROST2_plate102_M1_171114_11am"	"plate102"	"M1"	"KL"	171114	"11am"
185	"foil greenhouse"	"MPI FGH 2014"	921074	1565103	"EA155"	"ExA"	899915	"control"	"TROST2_plate24_M4_111114_12am"	"plate24"	"M4"	"AB"	111114	"12am"
186	"foil greenhouse"	"MPI FGH 2014"	921075	1565107	"EA154"	"ExA"	899914	"control"	"TROST2_plate102_M1_171114_11am"	"plate102"	"M1"	"MN"	171114	"11am"
187	"foil greenhouse"	"MPI FGH 2014"	921076	1565111	"EA222"	"ExA"	899982	"control"	"TROST2_plate24_M4_111114_12am"	"plate24"	"M4"	"EF"	111114	"12am"
188	"foil greenhouse"	"MPI FGH 2014"	921077	1565115	"EA127"	"ExA"	899887	"control"	"TROST2_plate24_M4_111114_12am"	"plate24"	"M4"	"GH"	111114	"12am"
189	"foil greenhouse"	"MPI FGH 2014"	921078	1565119	"EA263"	"ExA"	900023	"control"	"TROST2_plate24_M4_111114_12am"	"plate24"	"M4"	"IJ"	111114	"12am"
190	"foil greenhouse"	"MPI FGH 2014"	921087	1565135	"AR117"	"AxR"	899580	"control"	"TROST2_plate24_M4_111114_12am"	"plate24"	"M4"	"KL"	111114	"12am"
191	"foil greenhouse"	"MPI FGH 2014"	921089	1565139	"Albatros"	"Albatros"	866296	"control"	"TROST2_plate24_M4_111114_12am"	"plate24"	"M4"	"MN"	111114	"12am"
192	"foil greenhouse"	"MPI FGH 2014"	921091	1565143	"Ramses"	"Ramses"	858641	"control"	"TROST2_plate24_M4_111114_12am"	"plate24"	"M4"	"OP"	111114	"12am"
193	"foil greenhouse"	"MPI FGH 2014"	921109	1565147	"Albatros"	"Albatros"	866296	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"AB"	111114	"12am"
194	"foil greenhouse"	"MPI FGH 2014"	921114	1565151	"AR28"	"AxR"	899491	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"CD"	111114	"12am"
195	"foil greenhouse"	"MPI FGH 2014"	921131	1565155	"AR284"	"AxR"	899747	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"EF"	111114	"12am"
196	"foil greenhouse"	"MPI FGH 2014"	921140	1565159	"Desiree"	"Desiree"	22497	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"GH"	111114	"12am"
197	"foil greenhouse"	"MPI FGH 2014"	921146	1565163	"EA173"	"ExA"	899933	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"IJ"	111114	"12am"
198	"foil greenhouse"	"MPI FGH 2014"	921183	1565167	"AR197"	"AxR"	899660	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"KL"	111114	"12am"
199	"foil greenhouse"	"MPI FGH 2014"	921201	1565175	"Euroresa"	"Euroresa"	869004	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"MN"	111114	"12am"
200	"foil greenhouse"	"MPI FGH 2014"	921210	1565179	"EA6"	"ExA"	899444	"control"	"TROST2_plate25_M1_111114_12am"	"plate25"	"M1"	"OP"	111114	"12am"
201	"foil greenhouse"	"MPI FGH 2014"	921255	1565183	"EA79"	"ExA"	899839	"control"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"AB"	111114	"2pm"
202	"foil greenhouse"	"MPI FGH 2014"	921256	1565187	"EA269"	"ExA"	900029	"control"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"CD"	111114	"2pm"
203	"foil greenhouse"	"MPI FGH 2014"	921290	1565191	"EA59"	"ExA"	899819	"control"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"EF"	111114	"2pm"
204	"foil greenhouse"	"MPI FGH 2014"	921319	1565195	"Ramses"	"Ramses"	858641	"control"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"GH"	111114	"2pm"
205	"foil greenhouse"	"MPI FGH 2014"	921322	1565199	"Desiree"	"Desiree"	22497	"control"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"IJ"	111114	"2pm"
206	"foil greenhouse"	"MPI FGH 2014"	921351	1565203	"Euroresa"	"Euroresa"	869004	"control"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"KL"	111114	"2pm"
207	"foil greenhouse"	"MPI FGH 2014"	921490	1565211	"EA212"	"ExA"	899972	"drought stress"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"MN"	111114	"2pm"
208	"foil greenhouse"	"MPI FGH 2014"	921491	1565215	"EA64"	"ExA"	899824	"drought stress"	"TROST2_plate26_M3_111114_2pm"	"plate26"	"M3"	"OP"	111114	"2pm"
209	"foil greenhouse"	"MPI FGH 2014"	921495	1565219	"EA72"	"ExA"	899832	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"AB"	111114	"2pm"
210	"foil greenhouse"	"MPI FGH 2014"	921501	1565227	"AR28"	"AxR"	899491	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"CD"	111114	"2pm"
211	"foil greenhouse"	"MPI FGH 2014"	921502	1565231	"AR256"	"AxR"	899719	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"EF"	111114	"2pm"
212	"foil greenhouse"	"MPI FGH 2014"	921503	1565235	"Euroresa"	"Euroresa"	869004	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"GH"	111114	"2pm"
213	"foil greenhouse"	"MPI FGH 2014"	921504	1565239	"AR241"	"AxR"	899704	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"IJ"	111114	"2pm"
214	"foil greenhouse"	"MPI FGH 2014"	921505	1565243	"AR258"	"AxR"	899721	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"KL"	111114	"2pm"
215	"foil greenhouse"	"MPI FGH 2014"	921506	1565247	"AR197"	"AxR"	899660	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"MN"	111114	"2pm"
216	"foil greenhouse"	"MPI FGH 2014"	921507	1565251	"EA273"	"ExA"	900033	"drought stress"	"TROST2_plate27_M4_111114_2pm"	"plate27"	"M4"	"OP"	111114	"2pm"
217	"foil greenhouse"	"MPI FGH 2014"	921508	1565255	"AR271"	"AxR"	899734	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"AB"	111114	"2pm"
218	"foil greenhouse"	"MPI FGH 2014"	921510	1565259	"EA198"	"ExA"	899958	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"CD"	111114	"2pm"
219	"foil greenhouse"	"MPI FGH 2014"	921511	1565263	"EA78"	"ExA"	899838	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"EF"	111114	"2pm"
220	"foil greenhouse"	"MPI FGH 2014"	921512	1565267	"EA210"	"ExA"	899970	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"GH"	111114	"2pm"
221	"foil greenhouse"	"MPI FGH 2014"	921513	1565271	"EA174"	"ExA"	899934	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"IJ"	111114	"2pm"
222	"foil greenhouse"	"MPI FGH 2014"	921514	1565275	"AR68"	"AxR"	899531	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"KL"	111114	"2pm"
223	"foil greenhouse"	"MPI FGH 2014"	921515	1565279	"Albatros"	"Albatros"	866296	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"MN"	111114	"2pm"
224	"foil greenhouse"	"MPI FGH 2014"	921516	1565283	"EA173"	"ExA"	899933	"drought stress"	"TROST2_plate28_M1_111114_2pm"	"plate28"	"M1"	"OP"	111114	"2pm"
225	"foil greenhouse"	"MPI FGH 2014"	921517	1565287	"AR208"	"AxR"	899671	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"AB"	111114	"4pm"
226	"foil greenhouse"	"MPI FGH 2014"	921518	1565291	"AR196"	"AxR"	899659	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"CD"	111114	"4pm"
227	"foil greenhouse"	"MPI FGH 2014"	921521	1565299	"AR282"	"AxR"	899745	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"EF"	111114	"4pm"
228	"foil greenhouse"	"MPI FGH 2014"	921522	1565303	"AR235"	"AxR"	899698	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"GH"	111114	"4pm"
229	"foil greenhouse"	"MPI FGH 2014"	921523	1565307	"AR149"	"AxR"	899612	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"IJ"	111114	"4pm"
230	"foil greenhouse"	"MPI FGH 2014"	921524	1565311	"EA196"	"ExA"	899956	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"KL"	111114	"4pm"
231	"foil greenhouse"	"MPI FGH 2014"	921525	1565315	"EA202"	"ExA"	899962	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"MN"	111114	"4pm"
232	"foil greenhouse"	"MPI FGH 2014"	921526	1565319	"AR168"	"AxR"	899631	"drought stress"	"TROST2_plate29_M3_111114_4pm"	"plate29"	"M3"	"OP"	111114	"4pm"
233	"foil greenhouse"	"MPI FGH 2014"	921527	1565323	"Desiree"	"Desiree"	22497	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"AB"	111114	"4pm"
234	"foil greenhouse"	"MPI FGH 2014"	921529	1565331	"AR191"	"AxR"	899654	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"CD"	111114	"4pm"
235	"foil greenhouse"	"MPI FGH 2014"	921530	1565335	"AR104"	"AxR"	899567	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"EF"	111114	"4pm"
236	"foil greenhouse"	"MPI FGH 2014"	921531	1565339	"AR176"	"AxR"	899639	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"GH"	111114	"4pm"
237	"foil greenhouse"	"MPI FGH 2014"	921532	1565343	"EA177"	"ExA"	899937	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"IJ"	111114	"4pm"
238	"foil greenhouse"	"MPI FGH 2014"	921533	1565347	"AR234"	"AxR"	899697	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"KL"	111114	"4pm"
239	"foil greenhouse"	"MPI FGH 2014"	921534	1565351	"EA200"	"ExA"	899960	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"MN"	111114	"4pm"
240	"foil greenhouse"	"MPI FGH 2014"	921535	1564555	"AR249"	"AxR"	899712	"drought stress"	"TROST2_plate30_M4_111114_4pm"	"plate30"	"M4"	"OP"	111114	"4pm"
241	"foil greenhouse"	"MPI FGH 2014"	921536	1564559	"AR280"	"AxR"	899743	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"AB"	111114	"4pm"
242	"foil greenhouse"	"MPI FGH 2014"	921537	1564563	"AR247"	"AxR"	899710	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"CD"	111114	"4pm"
243	"foil greenhouse"	"MPI FGH 2014"	921538	1564567	"AR23"	"AxR"	899486	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"EF"	111114	"4pm"
244	"foil greenhouse"	"MPI FGH 2014"	921539	1564571	"AR199"	"AxR"	899662	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"GH"	111114	"4pm"
245	"foil greenhouse"	"MPI FGH 2014"	921541	1564579	"Ramses"	"Ramses"	858641	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"IJ"	111114	"4pm"
246	"foil greenhouse"	"MPI FGH 2014"	921542	1564583	"AR200"	"AxR"	899663	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"KL"	111114	"4pm"
247	"foil greenhouse"	"MPI FGH 2014"	921543	1564587	"AR67"	"AxR"	899530	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"MN"	111114	"4pm"
248	"foil greenhouse"	"MPI FGH 2014"	921544	1564591	"AR269"	"AxR"	899732	"drought stress"	"TROST2_plate31_M1_111114_4pm"	"plate31"	"M1"	"OP"	111114	"4pm"
249	"foil greenhouse"	"MPI FGH 2014"	921545	1564595	"AR59"	"AxR"	899522	"drought stress"	"TROST2_plate32_M3_111114_6pm"	"plate32"	"M3"	"AB"	111114	"6pm"
250	"foil greenhouse"	"MPI FGH 2014"	921546	1564599	"AR296"	"AxR"	899759	"drought stress"	"TROST2_plate32_M3_111114_6pm"	"plate32"	"M3"	"CD"	111114	"6pm"
251	"foil greenhouse"	"MPI FGH 2014"	921547	1564603	"AR87"	"AxR"	899550	"drought stress"	"TROST2_plate32_M3_111114_6pm"	"plate32"	"M3"	"EF"	111114	"6pm"
252	"foil greenhouse"	"MPI FGH 2014"	921548	1564607	"AR163"	"AxR"	899626	"drought stress"	"TROST2_plate32_M3_111114_6pm"	"plate32"	"M3"	"GH"	111114	"6pm"
253	"foil greenhouse"	"MPI FGH 2014"	921549	1564611	"AR99"	"AxR"	899562	"drought stress"	"TROST2_plate32_M3_111114_6pm"	"plate32"	"M3"	"IJ"	111114	"6pm"
254	"foil greenhouse"	"MPI FGH 2014"	921550	1564615	"AR21"	"AxR"	899484	"drought stress"	"TROST2_plate32_M3_111114_6pm"	"plate32"	"M3"	"KL"	111114	"6pm"
255	"foil greenhouse"	"MPI FGH 2014"	921551	1564619	"AR164"	"AxR"	899627	"drought stress"	"TROST2_plate32_M3_111114_6pm"	"plate32"	"M3"	"MN"	111114	"6pm"
256	"foil greenhouse"	"MPI FGH 2014"	921552	1564623	"AR90"	"AxR"	899553	"drought stress"	"TROST2_plate102_M1_171114_11am"	"plate102"	"M1"	"OP"	171114	"11am"
257	"foil greenhouse"	"MPI FGH 2014"	921553	1564627	"AR141"	"AxR"	899604	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"AB"	111114	"6pm"
258	"foil greenhouse"	"MPI FGH 2014"	921554	1564631	"AR121"	"AxR"	899584	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"CD"	111114	"6pm"
259	"foil greenhouse"	"MPI FGH 2014"	921555	1564635	"AR123"	"AxR"	899586	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"EF"	111114	"6pm"
260	"foil greenhouse"	"MPI FGH 2014"	921557	1564639	"AR52"	"AxR"	899515	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"GH"	111114	"6pm"
261	"foil greenhouse"	"MPI FGH 2014"	921558	1564643	"AR48"	"AxR"	899511	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"IJ"	111114	"6pm"
262	"foil greenhouse"	"MPI FGH 2014"	921559	1564647	"AR85"	"AxR"	899548	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"KL"	111114	"6pm"
263	"foil greenhouse"	"MPI FGH 2014"	921560	1564651	"AR20"	"AxR"	899483	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"MN"	111114	"6pm"
264	"foil greenhouse"	"MPI FGH 2014"	921561	1564655	"AR157"	"AxR"	899620	"drought stress"	"TROST2_plate33_M4_111114_6pm"	"plate33"	"M4"	"OP"	111114	"6pm"
265	"foil greenhouse"	"MPI FGH 2014"	921562	1564659	"EA193"	"ExA"	899953	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"AB"	111114	"6pm"
266	"foil greenhouse"	"MPI FGH 2014"	921563	1564663	"AR284"	"AxR"	899747	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"CD"	111114	"6pm"
267	"foil greenhouse"	"MPI FGH 2014"	921565	1564667	"AR166"	"AxR"	899629	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"EF"	111114	"6pm"
268	"foil greenhouse"	"MPI FGH 2014"	921566	1564671	"AR95"	"AxR"	899558	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"GH"	111114	"6pm"
269	"foil greenhouse"	"MPI FGH 2014"	921567	1564675	"AR260"	"AxR"	899723	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"IJ"	111114	"6pm"
270	"foil greenhouse"	"MPI FGH 2014"	921568	1564679	"AR106"	"AxR"	899569	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"KL"	111114	"6pm"
271	"foil greenhouse"	"MPI FGH 2014"	921569	1564683	"AR183"	"AxR"	899646	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"MN"	111114	"6pm"
272	"foil greenhouse"	"MPI FGH 2014"	921570	1564687	"AR298"	"AxR"	899761	"drought stress"	"TROST2_plate34_M1_111114_6pm"	"plate34"	"M1"	"OP"	111114	"6pm"
273	"foil greenhouse"	"MPI FGH 2014"	921571	1564691	"AR105"	"AxR"	899568	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"AB"	121114	"8am"
274	"foil greenhouse"	"MPI FGH 2014"	921573	1564699	"AR293"	"AxR"	899756	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"CD"	121114	"8am"
275	"foil greenhouse"	"MPI FGH 2014"	921574	1564703	"AR140"	"AxR"	899603	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"EF"	121114	"8am"
276	"foil greenhouse"	"MPI FGH 2014"	921575	1564707	"AR56"	"AxR"	899519	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"GH"	121114	"8am"
277	"foil greenhouse"	"MPI FGH 2014"	921576	1564711	"AR161"	"AxR"	899624	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"IJ"	121114	"8am"
278	"foil greenhouse"	"MPI FGH 2014"	921579	1564723	"AR279"	"AxR"	899742	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"KL"	121114	"8am"
279	"foil greenhouse"	"MPI FGH 2014"	921580	1564727	"AR55"	"AxR"	899518	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"MN"	121114	"8am"
280	"foil greenhouse"	"MPI FGH 2014"	921581	1564731	"AR268"	"AxR"	899731	"drought stress"	"TROST2_plate35_M3_121114_8am"	"plate35"	"M3"	"OP"	121114	"8am"
281	"foil greenhouse"	"MPI FGH 2014"	921582	1564735	"AR231"	"AxR"	899694	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"AB"	121114	"8am"
282	"foil greenhouse"	"MPI FGH 2014"	921583	1564739	"AR201"	"AxR"	899664	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"CD"	121114	"8am"
283	"foil greenhouse"	"MPI FGH 2014"	921584	1564743	"AR143"	"AxR"	899606	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"EF"	121114	"8am"
284	"foil greenhouse"	"MPI FGH 2014"	921586	1564751	"AR202"	"AxR"	899665	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"GH"	121114	"8am"
285	"foil greenhouse"	"MPI FGH 2014"	921587	1564755	"AR117"	"AxR"	899580	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"IJ"	121114	"8am"
286	"foil greenhouse"	"MPI FGH 2014"	921588	1564759	"AR125"	"AxR"	899588	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"KL"	121114	"8am"
287	"foil greenhouse"	"MPI FGH 2014"	921589	1564763	"AR229"	"AxR"	899692	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"MN"	121114	"8am"
288	"foil greenhouse"	"MPI FGH 2014"	921590	1564767	"AR75"	"AxR"	899538	"drought stress"	"TROST2_plate36_M4_121114_8am"	"plate36"	"M4"	"OP"	121114	"8am"
289	"foil greenhouse"	"MPI FGH 2014"	921591	1564771	"AR299"	"AxR"	899762	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"AB"	121114	"8am"
290	"foil greenhouse"	"MPI FGH 2014"	921592	1564775	"AR207"	"AxR"	899670	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"CD"	121114	"8am"
