"cultivation"	"trial"	"sampleID"	"aliquotID"	"cultivar"	"subspecies_id"	"treatment"	"trost_valdis"
"289"	"greenhouse"	"mpi_pruef3"	895335	1329878	"Desiree"	382	"control"	"trost"
"290"	"greenhouse"	"mpi_pruef3"	895324	1329834	"Desiree"	382	"drought stress"	"trost"
"291"	"greenhouse"	"mpi_pruef3"	895337	1329886	"Saturna"	2675	"control"	"trost"
"292"	"greenhouse"	"mpi_pruef3"	895311	1329782	"Saturna"	2675	"drought stress"	"trost"
"293"	"greenhouse"	"mpi_pruef3"	895366	1330002	"Golf"	2878	"control"	"trost"
"294"	"greenhouse"	"mpi_pruef3"	895325	1329838	"Golf"	2878	"drought stress"	"trost"
"295"	"greenhouse"	"mpi_pruef3"	895336	1329882	"Priamos"	2879	"control"	"trost"
"296"	"greenhouse"	"mpi_pruef3"	895304	1329754	"Priamos"	2879	"drought stress"	"trost"
"297"	"greenhouse"	"mpi_pruef3"	895340	1329898	"Burana"	2877	"control"	"trost"
"298"	"greenhouse"	"mpi_pruef3"	895306	1329762	"Burana"	2877	"drought stress"	"trost"
"299"	"greenhouse"	"mpi_pruef3"	895333	1329870	"Sibu"	2881	"control"	"trost"
"300"	"greenhouse"	"mpi_pruef3"	895310	1329778	"Sibu"	2881	"drought stress"	"trost"
"301"	"greenhouse"	"mpi_pruef3"	895339	1329894	"Ramses"	2880	"control"	"trost"
"302"	"greenhouse"	"mpi_pruef3"	895299	1329734	"Ramses"	2880	"drought stress"	"trost"
"303"	"greenhouse"	"mpi_pruef3"	895341	1329902	"Verdi"	2882	"control"	"trost"
"304"	"greenhouse"	"mpi_pruef3"	895317	1329806	"Verdi"	2882	"drought stress"	"trost"
"305"	"greenhouse"	"mpi_pruef3"	895361	1329982	"Albatros"	2870	"control"	"trost"
"306"	"greenhouse"	"mpi_pruef3"	895307	1329766	"Albatros"	2870	"drought stress"	"trost"
"307"	"greenhouse"	"mpi_pruef3"	895344	1329914	"Maxilla"	2875	"control"	"trost"
"308"	"greenhouse"	"mpi_pruef3"	895320	1329818	"Maxilla"	2875	"drought stress"	"trost"
"309"	"greenhouse"	"mpi_pruef3"	895363	1329990	"Sommergold"	2868	"control"	"trost"
"310"	"greenhouse"	"mpi_pruef3"	895327	1329846	"Sommergold"	2868	"drought stress"	"trost"
"311"	"greenhouse"	"mpi_pruef3"	895356	1329962	"Logo"	2865	"control"	"trost"
"312"	"greenhouse"	"mpi_pruef3"	895315	1329798	"Logo"	2865	"drought stress"	"trost"
"313"	"greenhouse"	"mpi_pruef3"	895365	1329998	"Kormoran"	2874	"control"	"trost"
"314"	"greenhouse"	"mpi_pruef3"	895300	1329738	"Kormoran"	2874	"drought stress"	"trost"
"315"	"greenhouse"	"mpi_pruef3"	895358	1329970	"Kiebitz"	2872	"control"	"trost"
"316"	"greenhouse"	"mpi_pruef3"	895319	1329814	"Kiebitz"	2872	"drought stress"	"trost"
"317"	"greenhouse"	"mpi_pruef3"	895343	1329910	"Kolibri"	2873	"control"	"trost"
"318"	"greenhouse"	"mpi_pruef3"	895332	1329866	"Kolibri"	2873	"drought stress"	"trost"
"319"	"greenhouse"	"mpi_pruef3"	895348	1329930	"Pirol"	2876	"control"	"trost"
"320"	"greenhouse"	"mpi_pruef3"	895318	1329810	"Pirol"	2876	"drought stress"	"trost"
"321"	"greenhouse"	"mpi_pruef3"	895338	1329890	"Power"	2867	"control"	"trost"
"322"	"greenhouse"	"mpi_pruef3"	895312	1329786	"Power"	2867	"drought stress"	"trost"
"323"	"greenhouse"	"mpi_pruef3"	895357	1329966	"Maxi"	2866	"control"	"trost"
"324"	"greenhouse"	"mpi_pruef3"	895316	1329802	"Maxi"	2866	"drought stress"	"trost"
"325"	"greenhouse"	"mpi_pruef3"	895350	1329938	"Jumbo"	2864	"control"	"trost"
"326"	"greenhouse"	"mpi_pruef3"	895326	1329842	"Jumbo"	2864	"drought stress"	"trost"
"327"	"greenhouse"	"mpi_pruef3"	895346	1329922	"Alegria"	2673	"control"	"trost"
"328"	"greenhouse"	"mpi_pruef3"	895309	1329774	"Alegria"	2673	"drought stress"	"trost"
"329"	"greenhouse"	"mpi_pruef3"	895347	1329926	"Karlena"	2871	"control"	"trost"
"330"	"greenhouse"	"mpi_pruef3"	895308	1329770	"Karlena"	2871	"drought stress"	"trost"
"331"	"greenhouse"	"mpi_pruef3"	895362	1329986	"Eurobravo"	2855	"control"	"trost"
"332"	"greenhouse"	"mpi_pruef3"	895329	1329854	"Eurobravo"	2855	"drought stress"	"trost"
"333"	"greenhouse"	"mpi_pruef3"	895345	1329918	"Euronova"	2857	"control"	"trost"
"334"	"greenhouse"	"mpi_pruef3"	895322	1329826	"Euronova"	2857	"drought stress"	"trost"
"335"	"greenhouse"	"mpi_pruef3"	895364	1329994	"Euroresa"	2858	"control"	"trost"
"336"	"greenhouse"	"mpi_pruef3"	895331	1329862	"Euroresa"	2858	"drought stress"	"trost"
"337"	"greenhouse"	"mpi_pruef3"	895360	1329978	"Milva"	2674	"control"	"trost"
"338"	"greenhouse"	"mpi_pruef3"	895330	1329858	"Milva"	2674	"drought stress"	"trost"
"339"	"greenhouse"	"mpi_pruef3"	895352	1329946	"Tomba"	2863	"control"	"trost"
"340"	"greenhouse"	"mpi_pruef3"	895303	1329750	"Tomba"	2863	"drought stress"	"trost"
"341"	"greenhouse"	"mpi_pruef3"	895355	1329958	"Ulme"	2853	"control"	"trost"
"342"	"greenhouse"	"mpi_pruef3"	895313	1329790	"Ulme"	2853	"drought stress"	"trost"
"343"	"greenhouse"	"mpi_pruef3"	895354	1329954	"Eldena"	2854	"control"	"trost"
"344"	"greenhouse"	"mpi_pruef3"	895321	1329822	"Eldena"	2854	"drought stress"	"trost"
"345"	"greenhouse"	"mpi_pruef3"	895349	1329934	"Tomensa"	2862	"control"	"trost"
"346"	"greenhouse"	"mpi_pruef3"	895323	1329830	"Tomensa"	2862	"drought stress"	"trost"
"347"	"greenhouse"	"mpi_pruef3"	895351	1329942	"Eurotango"	2860	"control"	"trost"
"348"	"greenhouse"	"mpi_pruef3"	895305	1329758	"Eurotango"	2860	"drought stress"	"trost"
"349"	"greenhouse"	"mpi_pruef3"	895359	1329974	"Eurostarch"	2859	"control"	"trost"
"350"	"greenhouse"	"mpi_pruef3"	895302	1329746	"Eurostarch"	2859	"drought stress"	"trost"
"351"	"greenhouse"	"mpi_pruef3"	895353	1329950	"Euroflora"	2856	"control"	"trost"
"352"	"greenhouse"	"mpi_pruef3"	895301	1329742	"Euroflora"	2856	"drought stress"	"trost"
"353"	"greenhouse"	"mpi_pruef3"	895334	1329874	"Kuras"	2861	"control"	"trost"
"354"	"greenhouse"	"mpi_pruef3"	895314	1329794	"Kuras"	2861	"drought stress"	"trost"
"355"	"greenhouse"	"mpi_pruef3"	895342	1329906	"Jasia"	2869	"control"	"trost"
"356"	"greenhouse"	"mpi_pruef3"	895328	1329850	"Jasia"	2869	"drought stress"	"trost"
"1100"	"foil greenhouse"	"MPI FGH 2014"	920860	1565355	"AxR"	899663	"control"	"valdis"
"2100"	"foil greenhouse"	"MPI FGH 2014"	920861	1565359	"AxR"	899693	"control"	"valdis"
"3100"	"foil greenhouse"	"MPI FGH 2014"	920862	1565363	"AxR"	899732	"control"	"valdis"
"4100"	"foil greenhouse"	"MPI FGH 2014"	920863	1565367	"AxR"	899511	"control"	"valdis"
"5100"	"foil greenhouse"	"MPI FGH 2014"	920864	1565371	"Desiree"	22497	"control"	"valdis"
"6100"	"foil greenhouse"	"MPI FGH 2014"	920865	1565375	"AxR"	899604	"control"	"valdis"
"7100"	"foil greenhouse"	"MPI FGH 2014"	920866	1565379	"AxR"	899561	"control"	"valdis"
"810"	"foil greenhouse"	"MPI FGH 2014"	920867	1565383	"AxR"	899759	"control"	"valdis"
"910"	"foil greenhouse"	"MPI FGH 2014"	920868	1565387	"AxR"	899628	"control"	"valdis"
"1010"	"foil greenhouse"	"MPI FGH 2014"	920869	1565391	"AxR"	899646	"control"	"valdis"
"1110"	"foil greenhouse"	"MPI FGH 2014"	920870	1565395	"AxR"	899589	"control"	"valdis"
"1210"	"foil greenhouse"	"MPI FGH 2014"	920871	1565399	"AxR"	899631	"control"	"valdis"
"1310"	"foil greenhouse"	"MPI FGH 2014"	920873	1565407	"AxR"	899639	"control"	"valdis"
"1410"	"foil greenhouse"	"MPI FGH 2014"	920874	1565411	"AxR"	899592	"control"	"valdis"
"1510"	"foil greenhouse"	"MPI FGH 2014"	920875	1565415	"AxR"	899762	"control"	"valdis"
"1610"	"foil greenhouse"	"MPI FGH 2014"	920876	1565419	"AxR"	899670	"control"	"valdis"
"1710"	"foil greenhouse"	"MPI FGH 2014"	920877	1565423	"AxR"	899754	"control"	"valdis"
"1810"	"foil greenhouse"	"MPI FGH 2014"	920878	1565427	"AxR"	899761	"control"	"valdis"
"1910"	"foil greenhouse"	"MPI FGH 2014"	920879	1565431	"AxR"	899694	"control"	"valdis"
"2010"	"foil greenhouse"	"MPI FGH 2014"	920880	1565435	"AxR"	899665	"control"	"valdis"
"2110"	"foil greenhouse"	"MPI FGH 2014"	920881	1565439	"AxR"	899550	"control"	"valdis"
"2210"	"foil greenhouse"	"MPI FGH 2014"	920882	1565443	"AxR"	899734	"control"	"valdis"
"2310"	"foil greenhouse"	"MPI FGH 2014"	920883	1565447	"Euroresa"	869004	"control"	"valdis"
"2410"	"foil greenhouse"	"MPI FGH 2014"	920884	1565451	"AxR"	899531	"control"	"valdis"
"2510"	"foil greenhouse"	"MPI FGH 2014"	920885	1565455	"AxR"	899717	"control"	"valdis"
"2610"	"foil greenhouse"	"MPI FGH 2014"	920886	1565459	"AxR"	899522	"control"	"valdis"
"2710"	"foil greenhouse"	"MPI FGH 2014"	920887	1565463	"AxR"	899719	"control"	"valdis"
"2810"	"foil greenhouse"	"MPI FGH 2014"	920888	1565467	"AxR"	899745	"control"	"valdis"
"2910"	"foil greenhouse"	"MPI FGH 2014"	920889	1565471	"AxR"	899568	"control"	"valdis"
"3010"	"foil greenhouse"	"MPI FGH 2014"	920891	1565479	"AxR"	899723	"control"	"valdis"
"3110"	"foil greenhouse"	"MPI FGH 2014"	920892	1565483	"AxR"	899697	"control"	"valdis"
"3210"	"foil greenhouse"	"MPI FGH 2014"	920893	1565487	"AxR"	899708	"control"	"valdis"
"3310"	"foil greenhouse"	"MPI FGH 2014"	920894	1565491	"AxR"	899724	"control"	"valdis"
"3410"	"foil greenhouse"	"MPI FGH 2014"	920895	1565495	"AxR"	899534	"control"	"valdis"
"3510"	"foil greenhouse"	"MPI FGH 2014"	920896	1565499	"AxR"	899588	"control"	"valdis"
"3610"	"foil greenhouse"	"MPI FGH 2014"	920898	1565507	"AxR"	899567	"control"	"valdis"
"3710"	"foil greenhouse"	"MPI FGH 2014"	920899	1565511	"AxR"	899484	"control"	"valdis"
"3810"	"foil greenhouse"	"MPI FGH 2014"	920900	1565515	"AxR"	899659	"control"	"valdis"
"3910"	"foil greenhouse"	"MPI FGH 2014"	920901	1565519	"AxR"	899596	"control"	"valdis"
"4010"	"foil greenhouse"	"MPI FGH 2014"	920902	1565523	"AxR"	899742	"control"	"valdis"
"4110"	"foil greenhouse"	"MPI FGH 2014"	920903	1565527	"AxR"	899751	"control"	"valdis"
"4210"	"foil greenhouse"	"MPI FGH 2014"	920904	1565531	"AxR"	899620	"control"	"valdis"
"4310"	"foil greenhouse"	"MPI FGH 2014"	920905	1565535	"AxR"	899629	"control"	"valdis"
"4410"	"foil greenhouse"	"MPI FGH 2014"	920906	1565539	"AxR"	899612	"control"	"valdis"
"4510"	"foil greenhouse"	"MPI FGH 2014"	920907	1565543	"AxR"	899515	"control"	"valdis"
"4610"	"foil greenhouse"	"MPI FGH 2014"	920908	1565547	"AxR"	899679	"control"	"valdis"
"4710"	"foil greenhouse"	"MPI FGH 2014"	920909	1565551	"AxR"	899485	"control"	"valdis"
"4810"	"foil greenhouse"	"MPI FGH 2014"	920911	1565559	"AxR"	899627	"control"	"valdis"
"4910"	"foil greenhouse"	"MPI FGH 2014"	920912	1565563	"AxR"	899504	"control"	"valdis"
"5010"	"foil greenhouse"	"MPI FGH 2014"	920913	1565567	"AxR"	899647	"control"	"valdis"
"5110"	"foil greenhouse"	"MPI FGH 2014"	920914	1565571	"AxR"	899624	"control"	"valdis"
"5210"	"foil greenhouse"	"MPI FGH 2014"	920915	1565575	"AxR"	899464	"control"	"valdis"
"5310"	"foil greenhouse"	"MPI FGH 2014"	920916	1565579	"AxR"	899607	"control"	"valdis"
"5410"	"foil greenhouse"	"MPI FGH 2014"	920917	1565583	"AxR"	899538	"control"	"valdis"
"5510"	"foil greenhouse"	"MPI FGH 2014"	920918	1565587	"AxR"	899486	"control"	"valdis"
"5610"	"foil greenhouse"	"MPI FGH 2014"	920919	1565591	"AxR"	899662	"control"	"valdis"
"5710"	"foil greenhouse"	"MPI FGH 2014"	920920	1565595	"AxR"	899654	"control"	"valdis"
"5810"	"foil greenhouse"	"MPI FGH 2014"	920921	1565599	"AxR"	899648	"control"	"valdis"
"5910"	"foil greenhouse"	"MPI FGH 2014"	920923	1565607	"AxR"	899692	"control"	"valdis"
"6010"	"foil greenhouse"	"MPI FGH 2014"	920924	1565611	"AxR"	899603	"control"	"valdis"
"6110"	"foil greenhouse"	"MPI FGH 2014"	920925	1565615	"Albatros"	866296	"control"	"valdis"
"6210"	"foil greenhouse"	"MPI FGH 2014"	920926	1565619	"AxR"	899602	"control"	"valdis"
"6310"	"foil greenhouse"	"MPI FGH 2014"	920927	1565623	"AxR"	899756	"control"	"valdis"
"6410"	"foil greenhouse"	"MPI FGH 2014"	920928	1565627	"AxR"	899553	"control"	"valdis"
"6510"	"foil greenhouse"	"MPI FGH 2014"	920929	1565631	"AxR"	899731	"control"	"valdis"
"6610"	"foil greenhouse"	"MPI FGH 2014"	920930	1565635	"AxR"	899548	"control"	"valdis"
"6710"	"foil greenhouse"	"MPI FGH 2014"	920931	1565639	"AxR"	899664	"control"	"valdis"
"6810"	"foil greenhouse"	"MPI FGH 2014"	920932	1565643	"AxR"	899721	"control"	"valdis"
"6910"	"foil greenhouse"	"MPI FGH 2014"	920933	1565647	"AxR"	899569	"control"	"valdis"
"7010"	"foil greenhouse"	"MPI FGH 2014"	920934	1565651	"AxR"	899558	"control"	"valdis"
"7110"	"foil greenhouse"	"MPI FGH 2014"	920936	1565659	"AxR"	899730	"control"	"valdis"
"7210"	"foil greenhouse"	"MPI FGH 2014"	920937	1565663	"AxR"	899584	"control"	"valdis"
"7310"	"foil greenhouse"	"MPI FGH 2014"	920938	1565667	"AxR"	899581	"control"	"valdis"
"7410"	"foil greenhouse"	"MPI FGH 2014"	920939	1565671	"AxR"	899712	"control"	"valdis"
"7510"	"foil greenhouse"	"MPI FGH 2014"	920940	1565675	"AxR"	899743	"control"	"valdis"
"7610"	"foil greenhouse"	"MPI FGH 2014"	920941	1565679	"AxR"	899710	"control"	"valdis"
"7710"	"foil greenhouse"	"MPI FGH 2014"	920942	1565683	"AxR"	899562	"control"	"valdis"
"7810"	"foil greenhouse"	"MPI FGH 2014"	920943	1565687	"AxR"	899524	"control"	"valdis"
"7910"	"foil greenhouse"	"MPI FGH 2014"	920944	1565691	"AxR"	899606	"control"	"valdis"
"804"	"foil greenhouse"	"MPI FGH 2014"	920946	1565699	"AxR"	899523	"control"	"valdis"
"811"	"foil greenhouse"	"MPI FGH 2014"	920947	1565703	"AxR"	899633	"control"	"valdis"
"821"	"foil greenhouse"	"MPI FGH 2014"	920948	1565707	"AxR"	899651	"control"	"valdis"
"831"	"foil greenhouse"	"MPI FGH 2014"	920949	1565711	"AxR"	899472	"control"	"valdis"
"841"	"foil greenhouse"	"MPI FGH 2014"	920950	1565715	"AxR"	899585	"control"	"valdis"
"851"	"foil greenhouse"	"MPI FGH 2014"	920952	1565723	"AxR"	899698	"control"	"valdis"
"861"	"foil greenhouse"	"MPI FGH 2014"	920953	1565727	"AxR"	899483	"control"	"valdis"
"871"	"foil greenhouse"	"MPI FGH 2014"	920954	1565731	"AxR"	899704	"control"	"valdis"
"881"	"foil greenhouse"	"MPI FGH 2014"	920955	1565735	"AxR"	899748	"control"	"valdis"
"891"	"foil greenhouse"	"MPI FGH 2014"	920956	1565739	"Ramses"	858641	"control"	"valdis"
"901"	"foil greenhouse"	"MPI FGH 2014"	920957	1565743	"AxR"	899506	"control"	"valdis"
"911"	"foil greenhouse"	"MPI FGH 2014"	920958	1565747	"ExA"	899885	"control"	"valdis"
"921"	"foil greenhouse"	"MPI FGH 2014"	920959	1565751	"AxR"	899530	"control"	"valdis"
"931"	"foil greenhouse"	"MPI FGH 2014"	920960	1565755	"AxR"	899518	"control"	"valdis"
"941"	"foil greenhouse"	"MPI FGH 2014"	920961	1565759	"AxR"	899519	"control"	"valdis"
"951"	"foil greenhouse"	"MPI FGH 2014"	920962	1565763	"AxR"	899586	"control"	"valdis"
"961"	"foil greenhouse"	"MPI FGH 2014"	920963	1565767	"ExA"	899930	"control"	"valdis"
"971"	"foil greenhouse"	"MPI FGH 2014"	920964	1565771	"ExA"	899875	"control"	"valdis"
"981"	"foil greenhouse"	"MPI FGH 2014"	920965	1565775	"ExA"	899445	"control"	"valdis"
"991"	"foil greenhouse"	"MPI FGH 2014"	920966	1565779	"ExA"	899824	"control"	"valdis"
"1001"	"foil greenhouse"	"MPI FGH 2014"	920967	1565783	"ExA"	899872	"control"	"valdis"
"1011"	"foil greenhouse"	"MPI FGH 2014"	920970	1565795	"ExA"	899946	"control"	"valdis"
"1021"	"foil greenhouse"	"MPI FGH 2014"	920973	1565807	"ExA"	899900	"control"	"valdis"
"1031"	"foil greenhouse"	"MPI FGH 2014"	920974	1565811	"ExA"	899892	"control"	"valdis"
"1041"	"foil greenhouse"	"MPI FGH 2014"	920975	1565815	"ExA"	899826	"control"	"valdis"
"1051"	"foil greenhouse"	"MPI FGH 2014"	920976	1565819	"ExA"	899893	"control"	"valdis"
"1061"	"foil greenhouse"	"MPI FGH 2014"	920977	1565823	"ExA"	899912	"control"	"valdis"
"1071"	"foil greenhouse"	"MPI FGH 2014"	920978	1565827	"ExA"	899462	"control"	"valdis"
"1081"	"foil greenhouse"	"MPI FGH 2014"	920979	1565831	"ExA"	899803	"control"	"valdis"
"1091"	"foil greenhouse"	"MPI FGH 2014"	920980	1565835	"ExA"	899458	"control"	"valdis"
"1101"	"foil greenhouse"	"MPI FGH 2014"	920981	1565839	"ExA"	899790	"control"	"valdis"
"1111"	"foil greenhouse"	"MPI FGH 2014"	920982	1565843	"ExA"	899919	"control"	"valdis"
"1121"	"foil greenhouse"	"MPI FGH 2014"	920985	1565855	"ExA"	899834	"control"	"valdis"
"1131"	"foil greenhouse"	"MPI FGH 2014"	920986	1565859	"ExA"	899807	"control"	"valdis"
"1141"	"foil greenhouse"	"MPI FGH 2014"	920987	1565863	"ExA"	899795	"control"	"valdis"
"1151"	"foil greenhouse"	"MPI FGH 2014"	920988	1565867	"ExA"	899928	"control"	"valdis"
"1161"	"foil greenhouse"	"MPI FGH 2014"	920989	1565871	"ExA"	899871	"control"	"valdis"
"1171"	"foil greenhouse"	"MPI FGH 2014"	920990	1565875	"ExA"	899939	"control"	"valdis"
"1181"	"foil greenhouse"	"MPI FGH 2014"	920991	1565879	"ExA"	899455	"control"	"valdis"
"1191"	"foil greenhouse"	"MPI FGH 2014"	920992	1565883	"ExA"	899922	"control"	"valdis"
"1201"	"foil greenhouse"	"MPI FGH 2014"	920993	1565887	"ExA"	899831	"control"	"valdis"
"1211"	"foil greenhouse"	"MPI FGH 2014"	920994	1565891	"ExA"	899832	"control"	"valdis"
"1221"	"foil greenhouse"	"MPI FGH 2014"	920995	1565895	"ExA"	899925	"control"	"valdis"
"1231"	"foil greenhouse"	"MPI FGH 2014"	920997	1565903	"ExA"	899805	"control"	"valdis"
"1241"	"foil greenhouse"	"MPI FGH 2014"	920998	1565907	"ExA"	899891	"control"	"valdis"
"1251"	"foil greenhouse"	"MPI FGH 2014"	920999	1565911	"ExA"	900026	"control"	"valdis"
"1261"	"foil greenhouse"	"MPI FGH 2014"	921000	1565915	"ExA"	899978	"control"	"valdis"
"1271"	"foil greenhouse"	"MPI FGH 2014"	921001	1565919	"ExA"	899967	"control"	"valdis"
"1281"	"foil greenhouse"	"MPI FGH 2014"	921002	1565923	"ExA"	899936	"control"	"valdis"
"1291"	"foil greenhouse"	"MPI FGH 2014"	921003	1565927	"ExA"	899934	"control"	"valdis"
"1301"	"foil greenhouse"	"MPI FGH 2014"	921004	1565931	"ExA"	899927	"control"	"valdis"
"1311"	"foil greenhouse"	"MPI FGH 2014"	921008	1565947	"ExA"	899942	"control"	"valdis"
"1321"	"foil greenhouse"	"MPI FGH 2014"	921009	1565951	"ExA"	899958	"control"	"valdis"
"1331"	"foil greenhouse"	"MPI FGH 2014"	921010	1565955	"ExA"	899859	"control"	"valdis"
"1341"	"foil greenhouse"	"MPI FGH 2014"	921011	1565959	"ExA"	899788	"control"	"valdis"
"1351"	"foil greenhouse"	"MPI FGH 2014"	921013	1565967	"ExA"	899943	"control"	"valdis"
"1361"	"foil greenhouse"	"MPI FGH 2014"	921014	1565971	"ExA"	900060	"control"	"valdis"
"1371"	"foil greenhouse"	"MPI FGH 2014"	921017	1565979	"ExA"	900056	"control"	"valdis"
"1381"	"foil greenhouse"	"MPI FGH 2014"	921018	1565983	"ExA"	899457	"control"	"valdis"
"1391"	"foil greenhouse"	"MPI FGH 2014"	921019	1565987	"ExA"	900012	"control"	"valdis"
"1401"	"foil greenhouse"	"MPI FGH 2014"	921020	1565991	"ExA"	899452	"control"	"valdis"
"1411"	"foil greenhouse"	"MPI FGH 2014"	921022	1565999	"ExA"	899935	"control"	"valdis"
"1421"	"foil greenhouse"	"MPI FGH 2014"	921023	1566003	"ExA"	899956	"control"	"valdis"
"1431"	"foil greenhouse"	"MPI FGH 2014"	921024	1566007	"ExA"	899932	"control"	"valdis"
"1441"	"foil greenhouse"	"MPI FGH 2014"	921025	1566011	"ExA"	899972	"control"	"valdis"
"1451"	"foil greenhouse"	"MPI FGH 2014"	921026	1566015	"ExA"	899952	"control"	"valdis"
"1461"	"foil greenhouse"	"MPI FGH 2014"	921027	1566019	"ExA"	899446	"control"	"valdis"
"1471"	"foil greenhouse"	"MPI FGH 2014"	921028	1566023	"ExA"	899920	"control"	"valdis"
"1481"	"foil greenhouse"	"MPI FGH 2014"	921029	1566027	"ExA"	900024	"control"	"valdis"
"1491"	"foil greenhouse"	"MPI FGH 2014"	921030	1566031	"ExA"	899913	"control"	"valdis"
"1501"	"foil greenhouse"	"MPI FGH 2014"	921032	1566039	"ExA"	900003	"control"	"valdis"
"1511"	"foil greenhouse"	"MPI FGH 2014"	921034	1566047	"ExA"	899960	"control"	"valdis"
"1521"	"foil greenhouse"	"MPI FGH 2014"	921035	1564955	"ExA"	900033	"control"	"valdis"
"1531"	"foil greenhouse"	"MPI FGH 2014"	921036	1564959	"ExA"	900039	"control"	"valdis"
"1541"	"foil greenhouse"	"MPI FGH 2014"	921037	1564963	"ExA"	899835	"control"	"valdis"
"1551"	"foil greenhouse"	"MPI FGH 2014"	921038	1564967	"ExA"	899994	"control"	"valdis"
"1561"	"foil greenhouse"	"MPI FGH 2014"	921041	1564979	"ExA"	899814	"control"	"valdis"
"1571"	"foil greenhouse"	"MPI FGH 2014"	921042	1564983	"ExA"	899847	"control"	"valdis"
"1581"	"foil greenhouse"	"MPI FGH 2014"	921044	1564987	"ExA"	899813	"control"	"valdis"
"1591"	"foil greenhouse"	"MPI FGH 2014"	921045	1564991	"ExA"	899953	"control"	"valdis"
"1601"	"foil greenhouse"	"MPI FGH 2014"	921046	1564995	"ExA"	899937	"control"	"valdis"
"1611"	"foil greenhouse"	"MPI FGH 2014"	921047	1564999	"ExA"	899798	"control"	"valdis"
"1621"	"foil greenhouse"	"MPI FGH 2014"	921048	1565003	"ExA"	899817	"control"	"valdis"
"1631"	"foil greenhouse"	"MPI FGH 2014"	921049	1565007	"ExA"	899460	"control"	"valdis"
"1641"	"foil greenhouse"	"MPI FGH 2014"	921051	1565015	"ExA"	900040	"control"	"valdis"
"1651"	"foil greenhouse"	"MPI FGH 2014"	921052	1565019	"ExA"	899968	"control"	"valdis"
"1661"	"foil greenhouse"	"MPI FGH 2014"	921053	1565023	"ExA"	899440	"control"	"valdis"
"1671"	"foil greenhouse"	"MPI FGH 2014"	921054	1565027	"ExA"	900017	"control"	"valdis"
"1681"	"foil greenhouse"	"MPI FGH 2014"	921055	1565031	"ExA"	899822	"control"	"valdis"
"1691"	"foil greenhouse"	"MPI FGH 2014"	921056	1565035	"ExA"	899992	"control"	"valdis"
"1701"	"foil greenhouse"	"MPI FGH 2014"	921057	1565039	"ExA"	899970	"control"	"valdis"
"1711"	"foil greenhouse"	"MPI FGH 2014"	921060	1565051	"ExA"	899873	"control"	"valdis"
"1721"	"foil greenhouse"	"MPI FGH 2014"	921061	1565055	"ExA"	899961	"control"	"valdis"
"1731"	"foil greenhouse"	"MPI FGH 2014"	921063	1565063	"ExA"	899881	"control"	"valdis"
"1741"	"foil greenhouse"	"MPI FGH 2014"	921064	1565067	"ExA"	899852	"control"	"valdis"
"1751"	"foil greenhouse"	"MPI FGH 2014"	921066	1565071	"ExA"	899905	"control"	"valdis"
"1761"	"foil greenhouse"	"MPI FGH 2014"	921067	1565075	"ExA"	899962	"control"	"valdis"
"1771"	"foil greenhouse"	"MPI FGH 2014"	921068	1565079	"ExA"	899975	"control"	"valdis"
"1781"	"foil greenhouse"	"MPI FGH 2014"	921069	1565083	"ExA"	899838	"control"	"valdis"
"1791"	"foil greenhouse"	"MPI FGH 2014"	921070	1565087	"ExA"	899890	"control"	"valdis"
"1801"	"foil greenhouse"	"MPI FGH 2014"	921071	1565091	"ExA"	899903	"control"	"valdis"
"1811"	"foil greenhouse"	"MPI FGH 2014"	921072	1565095	"ExA"	899845	"control"	"valdis"
"1821"	"foil greenhouse"	"MPI FGH 2014"	921073	1565099	"ExA"	899815	"control"	"valdis"
"1831"	"foil greenhouse"	"MPI FGH 2014"	921074	1565103	"ExA"	899915	"control"	"valdis"
"1841"	"foil greenhouse"	"MPI FGH 2014"	921075	1565107	"ExA"	899914	"control"	"valdis"
"1851"	"foil greenhouse"	"MPI FGH 2014"	921076	1565111	"ExA"	899982	"control"	"valdis"
"1861"	"foil greenhouse"	"MPI FGH 2014"	921077	1565115	"ExA"	899887	"control"	"valdis"
"1871"	"foil greenhouse"	"MPI FGH 2014"	921078	1565119	"ExA"	900023	"control"	"valdis"
"1881"	"foil greenhouse"	"MPI FGH 2014"	921087	1565135	"AxR"	899580	"control"	"valdis"
"1891"	"foil greenhouse"	"MPI FGH 2014"	921089	1565139	"Albatros"	866296	"control"	"valdis"
"1901"	"foil greenhouse"	"MPI FGH 2014"	921091	1565143	"Ramses"	858641	"control"	"valdis"
"1911"	"foil greenhouse"	"MPI FGH 2014"	921109	1565147	"Albatros"	866296	"control"	"valdis"
"1921"	"foil greenhouse"	"MPI FGH 2014"	921114	1565151	"AxR"	899491	"control"	"valdis"
"1931"	"foil greenhouse"	"MPI FGH 2014"	921131	1565155	"AxR"	899747	"control"	"valdis"
"1941"	"foil greenhouse"	"MPI FGH 2014"	921140	1565159	"Desiree"	22497	"control"	"valdis"
"1951"	"foil greenhouse"	"MPI FGH 2014"	921146	1565163	"ExA"	899933	"control"	"valdis"
"1961"	"foil greenhouse"	"MPI FGH 2014"	921183	1565167	"AxR"	899660	"control"	"valdis"
"1971"	"foil greenhouse"	"MPI FGH 2014"	921201	1565175	"Euroresa"	869004	"control"	"valdis"
"1981"	"foil greenhouse"	"MPI FGH 2014"	921210	1565179	"ExA"	899444	"control"	"valdis"
